1825.12.12_TheBristolMercury
1825.12.28_TheDerbyMercury
1825.12.28_TheDerbyMercury
1825.12.31_TheNewcastleCourantetc
1825.12.31_TheNewcastleCourantetc
1826.01.07_TheNewcastleCourantetc
1826.01.09_CaledonianMercury
