1829.07.08_TheDerbyMercury
1829.07.11_TheNewcastleCourantetc
1829.07.14_Times
1829.07.15_TheDerbyMercury
1829.07.15_Times
1829.07.15_Times
1829.07.16_Times
1829.07.16_Times
1829.07.18_TheNewcastleCourantetc
1829.07.18_TheNewcastleCourantetc
1829.07.22_TheDerbyMercury
1829.07.23_Times
1829.07.24_TheBelfastNews-Letter
1829.07.24_Times
1829.07.25_TheNewcastleCourantetc
1829.07.25_TheNewcastleCourantetc
1829.07.25_Times
1829.07.25_Times
1829.07.27_Times
1829.07.27_Times
1829.07.28_TheBelfastNews-Letter
1829.07.28_TheBristolMercury
1829.07.28_TheHullPacketandHumberMercury
1829.07.29_TheAberdeenJournal
1829.07.29_TheDerbyMercury
1829.07.29_Times
1829.07.29_Times
1829.07.31_TheBelfastNews-Letter
1829.08.01_TheNewcastleCourantetc
1829.08.01_Times
1829.08.04_TheBelfastNews-Letter
1829.08.04_TheBristolMercury
1829.08.05_TheAberdeenJournal
1829.08.05_TheDerbyMercury
1829.08.05_TheDerbyMercury
1829.08.07_TheBelfastNews-Letter
1829.08.08_TheNewcastleCourantetc
1829.08.12_TheAberdeenJournal
1829.08.12_TheDerbyMercury
1829.08.14_TheBelfastNews-Letter
