1835.01.13_TheBelfastNews-Letter
1835.01.14_TheDerbyMercury
1835.01.14_TheDerbyMercury
1835.01.16_TheBelfastNews-Letter
1835.01.16_TheBelfastNews-Letter
1835.01.17_PrestonChronicle
1835.01.17_PrestonChronicle
1835.01.17_TheManchesterTimesandGazette
1835.01.17_TheNewcastleCourantetc
1835.01.22_CaledonianMercury
1835.01.23_LiverpoolMercuryetc
1835.01.23_TheBelfastNews-Letter
1835.01.23_TheBelfastNews-Letter
1835.01.23_TheHullPacket
1835.01.24_PrestonChronicle
1835.01.24_TheIpswichJournal
1835.01.24_TheNewcastleCourantetc
1835.01.27_TheBelfastNews-Letter
1835.01.28_TheDerbyMercury
1835.01.29_CaledonianMercury
1835.01.29_CaledonianMercury
1835.01.30_TheBelfastNews-Letter
1835.01.30_TheHullPacket
1835.01.31_PrestonChronicle
1835.01.31_PrestonChronicle
1835.01.31_TheBristolMercury
1835.01.31_TheIpswichJournal
1835.01.31_TheIpswichJournal
1835.01.31_TheIpswichJournal
1835.01.31_TheNewcastleCourantetc
1835.01.31_TheNewcastleCourantetc
1835.02.03_TheBelfastNews-Letter
1835.02.04_TheDerbyMercury
1835.02.04_TheDerbyMercury
1835.02.06_TheBelfastNews-Letter
1835.02.06_TheHullPacket
1835.02.11_TheDerbyMercury
1835.02.20_LiverpoolMercuryetc
1835.02.20_TheBelfastNews-Letter
