1825.06.13_TheBristolMercury
1825.06.15_TheDerbyMercury
1825.06.18_TheIpswichJournal
1825.06.20_TheBristolMercury
1825.06.20_TheBristolMercury
1825.06.20_TheBristolMercury
1825.06.22_TheDerbyMercury
1825.06.22_TheDerbyMercury
1825.06.25_TheIpswichJournal
1825.06.27_TheBristolMercury
1825.06.29_TheDerbyMercury
1825.06.29_TheDerbyMercury
1825.07.02_CaledonianMercury
1825.07.02_CaledonianMercury
1825.07.02_TheIpswichJournal
1825.07.06_TheDerbyMercury
1825.07.07_CaledonianMercury
1825.07.09_TheNewcastleCourantetc
1825.07.09_TheNewcastleCourantetc
