1826.02.20_TheBristolMercury
1826.02.25_TheIpswichJournal
1826.02.25_TheNewcastleCourantetc
1826.02.25_TheNewcastleCourantetc
1826.02.27_TheBristolMercury
1826.03.01_TheDerbyMercury
