1815.07.10_CaledonianMercury
1815.07.13_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1815.07.13_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1815.07.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1815.07.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1815.07.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1815.07.24_CaledonianMercury
1815.07.27_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1815.07.27_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1815.07.29_Jackson'sOxfordJournal
1815.07.29_Jackson'sOxfordJournal
1815.07.29_TheLeedsMercury
1815.07.29_TheLeedsMercury
1815.07.29_TheLeedsMercury
1815.07.31_CaledonianMercury
1815.08.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1815.08.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
