1818.05.14_TheMorningChronicle
1818.05.15_TheMorningChronicle
1818.05.20_TheMorningChronicle
1818.05.20_TheMorningChronicle
1818.05.21_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1818.05.23_TheLeedsMercury
1818.05.23_TheLeedsMercury
1818.05.25_TheMorningChronicle
1818.05.26_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1818.05.27_TheMorningChronicle
1818.05.28_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1818.05.28_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1818.05.30_Jackson'sOxfordJournal
1818.05.30_TheLeedsMercury
1818.05.30_TheMorningChronicle
1818.06.02_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1818.06.02_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1818.06.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1818.06.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1818.06.06_TheIpswichJournal
1818.06.13_TheLeedsMercury
1818.06.20_TheLeedsMercury
