1828.01.08_TheBelfastNews-Letter
1828.01.15_TheBelfastNews-Letter
1828.01.15_TheBelfastNews-Letter
1828.01.18_TheBelfastNews-Letter
1828.01.19_TheIpswichJournal
1828.01.22_TheBelfastNews-Letter
1828.01.22_TheHullPacketandHumberMercury
1828.01.23_TheDerbyMercury
1828.01.25_TheBelfastNews-Letter
1828.01.26_TheNewcastleCourantetc
1828.01.29_TheBelfastNews-Letter
1828.01.29_TheHullPacketandHumberMercury
1828.02.01_TheBelfastNews-Letter
1828.02.02_TheNewcastleCourantetc
1828.02.04_TheBristolMercury
