1831.11.08_TheBelfastNews-Letter
1831.11.08_TheHullPacketandHumberMercury
1831.11.12_PrestonChronicle
1831.11.12_TheNewcastleCourantetc
1831.11.12_TheNewcastleCourantetc
1831.11.15_TheBristolMercury
1831.11.19_TheNewcastleCourantetc
1831.11.19_TheNewcastleCourantetc
1831.11.19_TheNewcastleCourantetc
1831.11.22_TheHullPacketandHumberMercury
1831.11.23_TheDerbyMercury
1831.11.23_TheDerbyMercury
1831.11.23_TheDerbyMercury
1831.11.25_TheBelfastNews-Letter
1831.11.26_TheNewcastleCourantetc
1831.11.26_TheNewcastleCourantetc
1831.11.29_TheHullPacketandHumberMercury
1831.11.29_TheHullPacketandHumberMercury
1831.11.30_TheDerbyMercury
1831.11.30_TheDerbyMercury
1831.11.30_TheDerbyMercury
1831.12.03_TheNewcastleCourantetc
1831.12.09_TheBelfastNews-Letter
1831.12.10_TheNewcastleCourantetc
