1817.06.16_CaledonianMercury
1817.06.19_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1817.06.19_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1817.06.26_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1817.06.26_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1817.07.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1817.07.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1817.07.05_CaledonianMercury
1817.07.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
