1836.12.04_TheChampionandWeeklyHerald
1836.12.05_TheChampionandWeeklyHerald
1836.12.09_TheHullPacket
1836.12.12_TheChampionandWeeklyHerald
1836.12.16_TheHullPacket
1836.12.17_TheBristolMercury
1836.12.17_TheBristolMercury
1836.12.17_TheIpswichJournal
1836.12.17_TheNewcastleCourantetc
1836.12.18_TheChampionandWeeklyHerald
1836.12.19_TheChampionandWeeklyHerald
1836.12.20_BrightonPatriotandSouthofEnglandFreePress
1836.12.21_TheDerbyMercury
1836.12.23_TheHullPacket
1836.12.24_TheBristolMercury
1836.12.24_TheIpswichJournal
1836.12.24_TheIpswichJournal
1836.12.26_TheChampionandWeeklyHerald
1836.12.26_TheChampionandWeeklyHerald
1836.12.27_BrightonPatriotandSouthofEnglandFreePress
1836.12.28_TheDerbyMercury
1836.12.30_TheHullPacket
1836.12.30_TheHullPacket
1836.12.31_PrestonChronicle
1836.12.31_TheBristolMercury
1836.12.31_TheIpswichJournal
1836.12.31_TheManchesterTimesandGazette
1836.12.31_TheNewcastleCourantetc
1837.01.02_CaledonianMercury
1837.01.02_TheChampionandWeeklyHerald
1837.01.03_BrightonPatriotandSouthofEnglandFreePress
1837.01.04_TheDerbyMercury
1837.01.04_TheDerbyMercury
1837.01.05_CaledonianMercury
1837.01.06_TheHullPacket
1837.01.07_TheBristolMercury
1837.01.10_BrightonPatriotandSouthofEnglandFreePress
1837.01.13_TheHullPacket
1837.01.13_TheNewcastleCourantetc
1837.01.14_TheBristolMercury
1837.01.14_TheManchesterTimesandGazette
1837.01.17_BrightonPatriotandSouthofEnglandFreePress
1837.01.20_TheHullPacket
1837.01.21_TheBristolMercury
