1811.04.11_CaledonianMercury
1811.04.11_TheDerbyMercury
1811.04.16_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1811.04.17_TheAberdeenJournal
1811.04.18_TheDerbyMercury
1811.04.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1811.04.20_TheIpswichJournal
1811.04.24_TheAberdeenJournal
1811.04.27_Jackson'sOxfordJournal
1811.04.27_Jackson'sOxfordJournal
1811.04.27_TheIpswichJournal
1811.04.27_TheIpswichJournal
1811.04.27_TheLeedsMercury
1811.05.01_TheAberdeenJournal
1811.05.01_TheAberdeenJournal
1811.05.04_TheIpswichJournal
