1812.11.21_Jackson'sOxfordJournal
1812.11.25_TheAberdeenJournal
1812.11.26_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1812.11.26_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1812.11.26_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1812.11.28_Cobbett'sWeeklyPoliticalRegister
1812.11.30_CaledonianMercury
1812.11.30_CaledonianMercury
1812.12.02_TheAberdeenJournal
1812.12.02_TheAberdeenJournal
1812.12.05_Jackson'sOxfordJournal
1812.12.09_TheAberdeenJournal
1812.12.09_TheAberdeenJournal
