1855.04.06_NewcastleCourant_0002	0.024833
1855.04.06_NewcastleCourant_0003	0.173689
1855.04.06_NewcastleCourant_0004	0.024414
1855.04.06_NewcastleCourant_0005	0.020814
1855.04.06_NewcastleCourant_0006	0.117440
1855.04.06_NewcastleCourant_0007	0.073906
1855.04.06_NewcastleCourant_0008	0.041787
1855.04.13_NewcastleCourant_0001	0.324830
1855.04.13_NewcastleCourant_0002	0.209007
1855.04.13_NewcastleCourant_0003	0.209244
1855.04.13_NewcastleCourant_0004	0.497732
1855.04.13_NewcastleCourant_0005	0.087125
1855.04.13_NewcastleCourant_0006	0.111363
1855.04.13_NewcastleCourant_0007	0.222279
1855.04.13_NewcastleCourant_0008	0.067351
1855.04.20_NewcastleCourant_0001	0.334200
1855.04.20_NewcastleCourant_0002	0.296584
1855.04.20_NewcastleCourant_0003	0.160367
1855.04.20_NewcastleCourant_0004	0.430040
1855.04.20_NewcastleCourant_0005	0.166263
1855.04.20_NewcastleCourant_0006	0.257159
1855.04.20_NewcastleCourant_0007	0.334518
1855.04.20_NewcastleCourant_0008	0.123602
1855.04.27_NewcastleCourant_0001	0.224706
1855.04.27_NewcastleCourant_0002	0.512520
1855.04.27_NewcastleCourant_0003	0.151951
1855.04.27_NewcastleCourant_0004	0.337122
1855.04.27_NewcastleCourant_0005	0.093140
1855.04.27_NewcastleCourant_0006	0.092927
1855.04.27_NewcastleCourant_0007	0.303380
1855.04.27_NewcastleCourant_0008	0.122700
