1810	04	03	_0001	_0001	1810	04	02	CaledonianMercury	0001
1810	04	03	_0002	_0002	1810	04	02	CaledonianMercury	0001
1810	04	04	AberdeenJournal	0003	1810	04	03	_0002	_0002
1810	04	05	DerbyMercury	0004	1810	04	03	_0002	_0002
1810	04	07	Jackson'sOxfordJournal	0001	1810	04	03	_0002	_0002
1810	04	07	Jackson'sOxfordJournal	0004	1810	04	05	DerbyMercury	0004
1810	04	07	IpswichJournal	0004	1810	04	03	_0001	_0001
1810	04	07	LeedsMercury	0001	1810	04	03	_0001	_0001
1810	04	07	LeedsMercury	0002	1810	04	05	Trewman'sExeterFlyingPost	0004
1810	04	09	HampshirePortsmouthTelegraph	0004	1810	04	02	Times	0003
1810	04	10	_0001	_0001	1810	04	07	Jackson'sOxfordJournal	0004
1810	04	10	_0003	_0003	1810	04	07	LeedsMercury	0002
1810	04	10	_0004	_0004	1810	04	05	DerbyMercury	0004
1810	04	11	AberdeenJournal	0002	1810	04	03	_0002	_0002
1810	04	11	AberdeenJournal	0003	1810	04	07	LeedsMercury	0002
1810	04	12	DerbyMercury	0004	1810	04	07	Jackson'sOxfordJournal	0004
1810	04	14	CaledonianMercury	0001	1810	04	07	Jackson'sOxfordJournal	0001
1810	04	14	CaledonianMercury	0002	1810	04	10	MorningChronicle	0002
1810	04	14	Jackson'sOxfordJournal	0002	1810	04	10	Times	0001
1810	04	14	Jackson'sOxfordJournal	0003	1810	04	10	_0002	_0002
1810	04	14	Jackson'sOxfordJournal	0004	1810	04	05	DerbyMercury	0004
1810	04	14	LeedsMercury	0001	1810	04	10	MorningChronicle	0002
1810	04	14	LeedsMercury	0002	1810	04	10	MorningChronicle	0003
1810	04	14	LeedsMercury	0003	1810	04	12	MorningChronicle	0003
1810	04	14	LeedsMercury	0004	1810	04	09	CaledonianMercury	0003
1810	04	15	Examiner	0003	1810	04	11	Times	0004
1810	04	15	Examiner	0005	1810	04	10	MorningChronicle	0002
1810	04	15	Examiner	0006	1810	04	10	MorningChronicle	0002
1810	04	15	Examiner	0007	1810	04	10	MorningChronicle	0003
1810	04	15	Examiner	0013	1810	04	14	LeedsMercury	0002
1810	04	15	Examiner	0015	1810	04	14	LeedsMercury	0002
1810	04	16	CaledonianMercury	0002	1810	04	11	Times	0004
1810	04	16	CaledonianMercury	0003	1810	04	13	Times	0002
1810	04	17	_0001	_0001	1810	04	07	Jackson'sOxfordJournal	0004
1810	04	17	_0002	_0002	1810	04	14	LeedsMercury	0003
1810	04	17	_0003	_0003	1810	04	11	Times	0004
1810	04	17	_0004	_0004	1810	04	14	LeedsMercury	0002
1810	04	18	AberdeenJournal	0002	1810	04	14	LeedsMercury	0002
1810	04	18	AberdeenJournal	0003	1810	04	14	Jackson'sOxfordJournal	0004
1810	04	18	MorningChronicle	0002	1810	04	17	Times	0004
1810	04	19	DerbyMercury	0001	1810	04	17	_0001	_0001
1810	04	19	DerbyMercury	0004	1810	04	17	_0004	_0004
1810	04	19	Trewman'sExeterFlyingPost	0004	1810	04	16	Times	0003
1810	04	20	MorningChronicle	0001	1810	04	07	Jackson'sOxfordJournal	0004
1810	04	20	MorningChronicle	0002	1810	04	03	_0001	_0001
1810	04	21	CaledonianMercury	0003	1810	04	18	MorningChronicle	0003
1810	04	21	Cobbet'sWeeklyPoliticalRegister	0005	1810	04	16	MorningChronicle	0003
1810	04	21	Cobbet'sWeeklyPoliticalRegister	0007	1810	04	18	MorningChronicle	0001
1810	04	21	Cobbet'sWeeklyPoliticalRegister	0008	1810	04	18	MorningChronicle	0003
