1803.02.01_HullPacket_0002
1803.04.18_HampshirePortsmouthTelegraph_0004
1803.04.20_AberdeenJournal_0001
1803.04.21_DerbyMercury_0004
1803.04.21_Trewman'sExeterFlyingPost_0001
1803.04.23_Jackson'sOxfordJournal_0004
1803.04.23_IpswichJournal_0003
1803.04.23_IpswichJournal_0004
1803.04.23_NewcastleCourant_0003
1803.06.04_NewcastleCourant_0004
1803.07.04_HampshirePortsmouthTelegraph_0002
1803.08.04_Trewman'sExeterFlyingPost_0001
1803.08.04_Trewman'sExeterFlyingPost_0002
1803.08.04_Trewman'sExeterFlyingPost_0003
1803.10.04_HullPacket_0001
1803.10.04_HullPacket_0002
1803.10.04_HullPacket_0003
1803.05.05_DerbyMercury_0001
1803.05.05_Trewman'sExeterFlyingPost_0001
1803.05.05_Trewman'sExeterFlyingPost_0002
1803.05.05_Trewman'sExeterFlyingPost_0004
1803.05.07_NewcastleCourant_0002
1803.05.07_NewcastleCourant_0004
1803.05.09_HampshirePortsmouthTelegraph_0004
1803.05.11_AberdeenJournal_0001
1803.05.11_AberdeenJournal_0003
1803.05.14_Jackson'sOxfordJournal_0002
1803.05.19_DerbyMercury_0004
1803.05.21_NewcastleCourant_0003
1803.09.05_HampshirePortsmouthTelegraph_0002
1803.10.05_AberdeenJournal_0002
1803.10.05_AberdeenJournal_0003
1803.10.05_MorningChronicle_0004
1803.11.05_NewcastleCourant_0002
1803.11.05_NewcastleCourant_0003
1803.11.05_NewcastleCourant_0004
1803.12.05_HampshirePortsmouthTelegraph_0001
1803.12.05_HampshirePortsmouthTelegraph_0002
1803.12.05_HampshirePortsmouthTelegraph_0004
1803.06.04_Jackson'sOxfordJournal_0002
1803.06.06_HampshirePortsmouthTelegraph_0002
1803.06.06_TheTimes_0004
1803.06.07_HullPacket_0001
1803.06.07_HullPacket_0004
1803.06.08_AberdeenJournal_0003
1803.06.09_DerbyMercury_0001
1803.06.09_DerbyMercury_0004
1803.06.11_NewcastleCourant_0002
1803.06.11_NewcastleCourant_0003
1803.06.16_DerbyMercury_0004
1803.06.20_HampshirePortsmouthTelegraph_0004
1803.06.23_DerbyMercury_0004
1803.08.06_IpswichJournal_0001
1803.08.06_NewcastleCourant_0002
1803.08.06_NewcastleCourant_0003
1803.09.06_HullPacket_0001
1803.10.06_Trewman'sExeterFlyingPost_0002
1803.12.06_HullPacket_0003
1803.07.07_Trewman'sExeterFlyingPost_0003
1803.07.09_Jackson'sOxfordJournal_0003
1803.07.13_AberdeenJournal_0002
1803.07.14_DerbyMercury_0001
1803.07.19_HullPacket_0004
1803.07.23_IpswichJournal_0001
1803.09.07_AberdeenJournal_0002
1803.09.07_AberdeenJournal_0003
1803.11.07_HampshirePortsmouthTelegraph_0002
1803.08.06_Jackson'sOxfordJournal_0001
1803.08.06_Jackson'sOxfordJournal_0002
1803.08.08_HampshirePortsmouthTelegraph_0001
1803.08.08_MorningChronicle_0002
1803.08.11_DerbyMercury_0001
1803.08.11_Trewman'sExeterFlyingPost_0002
1803.08.13_Jackson'sOxfordJournal_0003
1803.08.13_IpswichJournal_0001
1803.08.13_NewcastleCourant_0003
1803.08.18_DerbyMercury_0002
1803.08.18_Trewman'sExeterFlyingPost_0002
1803.08.20_Jackson'sOxfordJournal_0001
1803.08.20_Jackson'sOxfordJournal_0004
1803.08.20_IpswichJournal_0004
1803.09.08_Trewman'sExeterFlyingPost_0001
1803.10.08_IpswichJournal_0004
1803.10.08_NewcastleCourant_0003
1803.11.08_HullPacket_0002
1803.12.08_Trewman'sExeterFlyingPost_0002
