1803.02.01_HullPacket_0002
1803.02.01_HullPacket_0003
1803.02.01_HullPacket_0004
1803.02.02_AberdeenJournal_0002
1803.02.02_AberdeenJournal_0003
1803.02.02_AberdeenJournal_0004
1803.02.03_Trewman'sExeterFlyingPost_0001
1803.02.03_Trewman'sExeterFlyingPost_0002
1803.02.03_Trewman'sExeterFlyingPost_0003
1803.02.03_Trewman'sExeterFlyingPost_0004
1803.02.05_NewcastleCourant_0002
1803.02.05_NewcastleCourant_0003
1803.02.05_NewcastleCourant_0004
1803.02.07_HampshirePortsmouthTelegraph_0001
1803.02.07_HampshirePortsmouthTelegraph_0002
1803.02.07_HampshirePortsmouthTelegraph_0004
1803.02.07_MorningChronicle_0004
1803.02.08_HullPacket_0001
1803.02.08_HullPacket_0002
1803.02.08_HullPacket_0003
1803.02.08_HullPacket_0004
1803.02.09_AberdeenJournal_0001
1803.02.09_AberdeenJournal_0002
1803.02.09_AberdeenJournal_0003
1803.02.10_Trewman'sExeterFlyingPost_0001
1803.02.10_Trewman'sExeterFlyingPost_0002
1803.02.10_Trewman'sExeterFlyingPost_0003
1803.02.10_Trewman'sExeterFlyingPost_0004
1803.02.12_NewcastleCourant_0001
1803.02.12_NewcastleCourant_0002
1803.02.12_NewcastleCourant_0003
1803.02.12_NewcastleCourant_0004
1803.02.14_HampshirePortsmouthTelegraph_0001
1803.02.14_HampshirePortsmouthTelegraph_0004
1803.02.15_HullPacket_0001
1803.02.15_HullPacket_0002
1803.02.15_HullPacket_0004
1803.02.16_AberdeenJournal_0001
1803.02.16_AberdeenJournal_0002
1803.02.16_AberdeenJournal_0003
1803.02.16_MorningChronicle_0004
1803.02.17_MorningChronicle_0004
1803.02.17_Trewman'sExeterFlyingPost_0001
1803.02.17_Trewman'sExeterFlyingPost_0002
1803.02.17_Trewman'sExeterFlyingPost_0003
1803.02.17_Trewman'sExeterFlyingPost_0004
1803.02.19_IpswichJournal_0001
1803.02.19_IpswichJournal_0002
1803.02.19_IpswichJournal_0003
1803.02.19_IpswichJournal_0004
1803.02.19_NewcastleCourant_0001
1803.02.19_NewcastleCourant_0002
1803.02.19_NewcastleCourant_0003
1803.02.21_HampshirePortsmouthTelegraph_0001
1803.02.21_HampshirePortsmouthTelegraph_0002
1803.02.21_HampshirePortsmouthTelegraph_0004
1803.02.22_HullPacket_0001
1803.02.22_HullPacket_0002
1803.02.23_AberdeenJournal_0001
1803.02.23_AberdeenJournal_0002
1803.02.23_AberdeenJournal_0003
1803.02.24_MorningChronicle_0001
1803.02.24_Trewman'sExeterFlyingPost_0001
1803.02.24_Trewman'sExeterFlyingPost_0002
1803.02.24_Trewman'sExeterFlyingPost_0003
1803.02.24_Trewman'sExeterFlyingPost_0004
1803.02.26_IpswichJournal_0001
1803.02.26_IpswichJournal_0004
1803.02.26_NewcastleCourant_0001
1803.02.26_NewcastleCourant_0003
1803.02.28_HampshirePortsmouthTelegraph_0001
1803.02.28_HampshirePortsmouthTelegraph_0002
1803.03.01_HullPacket_0001
1803.03.01_HullPacket_0004
1803.03.02_AberdeenJournal_0002
1803.08.02_HullPacket_0001
1803.08.02_HullPacket_0002
1803.11.02_AberdeenJournal_0003
1803.03.03_TheTimes_0004
1803.03.03_Trewman'sExeterFlyingPost_0003
1803.03.03_Trewman'sExeterFlyingPost_0004
1803.03.04_TheTimes_0002
1803.03.04_TheTimes_0004
1803.03.05_Jackson'sOxfordJournal_0001
1803.03.05_Jackson'sOxfordJournal_0002
1803.03.05_Jackson'sOxfordJournal_0004
1803.03.05_IpswichJournal_0004
1803.03.05_NewcastleCourant_0002
1803.03.05_NewcastleCourant_0003
1803.03.05_NewcastleCourant_0004
1803.03.07_HampshirePortsmouthTelegraph_0001
1803.03.07_TheTimes_0003
1803.03.08_HullPacket_0001
1803.03.08_HullPacket_0003
1803.03.08_HullPacket_0004
1803.03.09_AberdeenJournal_0002
1803.03.09_AberdeenJournal_0003
1803.03.09_MorningChronicle_0002
1803.03.09_TheTimes_0002
1803.03.10_DerbyMercury_0002
1803.03.10_DerbyMercury_0004
1803.03.10_TheTimes_0001
1803.03.10_Trewman'sExeterFlyingPost_0001
1803.03.10_Trewman'sExeterFlyingPost_0002
1803.03.10_Trewman'sExeterFlyingPost_0003
1803.03.12_Jackson'sOxfordJournal_0001
1803.03.12_Jackson'sOxfordJournal_0004
1803.03.12_IpswichJournal_0004
1803.03.12_NewcastleCourant_0001
1803.03.12_NewcastleCourant_0003
1803.03.14_HampshirePortsmouthTelegraph_0001
1803.03.17_DerbyMercury_0001
1803.03.17_Trewman'sExeterFlyingPost_0001
1803.03.17_Trewman'sExeterFlyingPost_0002
1803.03.17_Trewman'sExeterFlyingPost_0003
1803.03.18_TheTimes_0001
1803.03.19_Jackson'sOxfordJournal_0001
1803.03.19_Jackson'sOxfordJournal_0004
1803.03.19_IpswichJournal_0004
1803.03.19_NewcastleCourant_0003
1803.03.21_HampshirePortsmouthTelegraph_0001
1803.03.21_HampshirePortsmouthTelegraph_0002
1803.05.03_HullPacket_0001
1803.05.03_HullPacket_0003
1803.05.03_HullPacket_0004
1803.05.03_MorningChronicle_0003
1803.09.03_NewcastleCourant_0002
1803.09.03_NewcastleCourant_0003
1803.10.03_HampshirePortsmouthTelegraph_0004
1803.11.03_Trewman'sExeterFlyingPost_0001
1803.11.03_Trewman'sExeterFlyingPost_0002
1803.11.03_Trewman'sExeterFlyingPost_0003
1803.11.03_Trewman'sExeterFlyingPost_0004
1803.12.03_IpswichJournal_0002
1803.12.03_NewcastleCourant_0002
1803.04.02_Jackson'sOxfordJournal_0003
1803.04.02_TheTimes_0003
1803.04.04_HampshirePortsmouthTelegraph_0001
1803.04.04_HampshirePortsmouthTelegraph_0002
1803.04.04_HampshirePortsmouthTelegraph_0003
1803.04.04_HampshirePortsmouthTelegraph_0004
1803.04.06_AberdeenJournal_0001
1803.04.06_AberdeenJournal_0003
1803.04.07_DerbyMercury_0001
1803.04.07_DerbyMercury_0002
1803.04.07_DerbyMercury_0004
1803.04.07_Trewman'sExeterFlyingPost_0001
1803.04.07_Trewman'sExeterFlyingPost_0002
1803.04.07_Trewman'sExeterFlyingPost_0003
1803.04.09_Jackson'sOxfordJournal_0004
1803.04.09_IpswichJournal_0001
1803.04.09_IpswichJournal_0004
1803.04.09_NewcastleCourant_0002
1803.04.09_NewcastleCourant_0003
1803.04.11_HampshirePortsmouthTelegraph_0004
1803.04.13_AberdeenJournal_0001
1803.04.14_DerbyMercury_0001
1803.04.14_DerbyMercury_0004
1803.04.14_Trewman'sExeterFlyingPost_0002
1803.04.16_Jackson'sOxfordJournal_0004
1803.04.16_IpswichJournal_0004
1803.04.16_NewcastleCourant_0003
1803.04.18_HampshirePortsmouthTelegraph_0001
