1861	04	03	AberdeenJournal	0002	1861	04	01	BelfastNews-Letter	0001
1861	04	05	HullPacket	0003	1861	04	01	BelfastNews-Letter	0001
1861	04	06	Jackson'sOxfordJournal	0002	1861	04	01	BelfastNews-Letter	0001
1861	04	06	NorthWalesChronicle	0007	1861	04	01	BelfastNews-Letter	0001
1861	04	07	TheEra	0002	1861	04	01	BelfastNews-Letter	0001
1861	04	10	DerbyMercury	0007	1861	04	01	BelfastNews-Letter	0001
1861	04	10	Trewman'sExeterFlyingPost	0002	1861	04	01	BelfastNews-Letter	0001
1861	04	12	HullPacket	0004	1861	04	01	BelfastNews-Letter	0001
1861	04	13	HampshirePortsmouthTelegraph	0003	1861	04	01	BelfastNews-Letter	0001
1861	04	13	Jackson'sOxfordJournal	0002	1861	04	01	BelfastNews-Letter	0001
1861	04	13	NorthWalesChronicle	0007	1861	04	01	BelfastNews-Letter	0001
1861	04	13	PrestonChronicle	0008	1861	04	01	BelfastNews-Letter	0001
1861	04	17	AberdeenJournal	0002	1861	04	01	BelfastNews-Letter	0001
1861	04	19	HullPacket	0004	1861	04	01	BelfastNews-Letter	0001
1861	04	20	Jackson'sOxfordJournal	0002	1861	04	01	BelfastNews-Letter	0001
1861	04	20	NorthWalesChronicle	0007	1861	04	01	BelfastNews-Letter	0001
1861	04	21	TheEra	0002	1861	04	01	BelfastNews-Letter	0001
1861	04	02	GlasgowHerald	0003	1861	04	01	BelfastNews-Letter	0002
1861	04	02	CaledonianMercury	0004	1861	04	01	BelfastNews-Letter	0002
1861	04	03	DailyNews	0007	1861	04	01	BelfastNews-Letter	0002
1861	04	03	AberdeenJournal	0006	1861	04	01	BelfastNews-Letter	0002
1861	04	03	AberdeenJournal	0007	1861	04	01	BelfastNews-Letter	0002
1861	04	04	DailyNews	0008	1861	04	01	BelfastNews-Letter	0002
1861	04	05	DailyNews	0008	1861	04	01	BelfastNews-Letter	0002
1861	04	05	GlasgowHerald	0005	1861	04	01	BelfastNews-Letter	0002
1861	04	05	CaledonianMercury	0004	1861	04	01	BelfastNews-Letter	0002
1861	04	05	NewcastleCourant	0006	1861	04	01	BelfastNews-Letter	0002
1861	04	06	DailyNews	0007	1861	04	01	BelfastNews-Letter	0002
1861	04	06	GlasgowHerald	0003	1861	04	01	BelfastNews-Letter	0002
1861	04	06	CaledonianMercury	0004	1861	04	01	BelfastNews-Letter	0002
1861	04	06	Examiner	0013	1861	04	01	BelfastNews-Letter	0002
1861	04	06	IpswichJournal	0003	1861	04	01	BelfastNews-Letter	0002
1861	04	06	LeedsMercury	0008	1861	04	01	BelfastNews-Letter	0002
1861	04	06	MorningChronicle	0003	1861	04	01	BelfastNews-Letter	0002
1861	04	08	DailyNews	0007	1861	04	01	BelfastNews-Letter	0002
1861	04	08	CaledonianMercury	0004	1861	04	01	BelfastNews-Letter	0002
1861	04	09	DailyNews	0008	1861	04	01	BelfastNews-Letter	0002
1861	04	09	CaledonianMercury	0004	1861	04	01	BelfastNews-Letter	0002
1861	04	09	MorningChronicle	0005	1861	04	01	BelfastNews-Letter	0002
1861	04	10	DailyNews	0008	1861	04	01	BelfastNews-Letter	0002
1861	04	10	AberdeenJournal	0007	1861	04	01	BelfastNews-Letter	0002
1861	04	10	CaledonianMercury	0004	1861	04	01	BelfastNews-Letter	0002
