1861	06	01	BristolMercury	0005	1861	06	01	BelfastNews-Letter	0001
1861	06	01	BristolMercury	S0004	1861	06	01	BelfastNews-Letter	0001
1861	06	01	CaledonianMercury	0004	1861	06	01	BelfastNews-Letter	0001
1861	06	01	Examiner	0013	1861	06	01	BelfastNews-Letter	0001
1861	06	01	IpswichJournal	0002	1861	06	01	BelfastNews-Letter	0001
1861	06	02	TheEra	0002	1861	06	01	BelfastNews-Letter	0001
1861	06	03	Freeman'sJournal	0001	1861	06	01	BelfastNews-Letter	0001
1861	06	03	GlasgowHerald	0008	1861	06	01	BelfastNews-Letter	0001
1861	06	03	CaledonianMercury	0001	1861	06	01	BelfastNews-Letter	0001
1861	06	03	CaledonianMercury	0004	1861	06	01	BelfastNews-Letter	0001
1861	06	04	Freeman'sJournal	0001	1861	06	01	BelfastNews-Letter	0001
1861	06	04	GlasgowHerald	0004	1861	06	01	BelfastNews-Letter	0001
1861	06	04	CaledonianMercury	0001	1861	06	01	BelfastNews-Letter	0001
1861	06	05	Freeman'sJournal	0001	1861	06	01	BelfastNews-Letter	0001
1861	06	05	GlasgowHerald	0008	1861	06	01	BelfastNews-Letter	0001
1861	06	05	CaledonianMercury	0001	1861	06	01	BelfastNews-Letter	0001
1861	06	05	DerbyMercury	0008	1861	06	01	BelfastNews-Letter	0001
1861	06	05	PrestonChronicle	0001	1861	06	01	BelfastNews-Letter	0001
1861	06	06	Freeman'sJournal	0001	1861	06	01	BelfastNews-Letter	0001
1861	06	06	CaledonianMercury	0001	1861	06	01	BelfastNews-Letter	0001
1861	06	06	CaledonianMercury	0003	1861	06	01	BelfastNews-Letter	0001
1861	06	07	Freeman'sJournal	0001	1861	06	01	BelfastNews-Letter	0001
1861	06	07	GlasgowHerald	0008	1861	06	01	BelfastNews-Letter	0001
1861	06	07	CaledonianMercury	0001	1861	06	01	BelfastNews-Letter	0001
1861	06	07	CaledonianMercury	0004	1861	06	01	BelfastNews-Letter	0001
1861	06	08	Freeman'sJournal	0001	1861	06	01	BelfastNews-Letter	0001
1861	06	08	BristolMercury	0005	1861	06	01	BelfastNews-Letter	0001
1861	06	08	CaledonianMercury	0001	1861	06	01	BelfastNews-Letter	0001
1861	06	08	CaledonianMercury	0003	1861	06	01	BelfastNews-Letter	0001
1861	06	08	CaledonianMercury	0004	1861	06	01	BelfastNews-Letter	0001
1861	06	08	PrestonChronicle	0001	1861	06	01	BelfastNews-Letter	0001
