1838.08.04_TheNorthernStarandLeedsGeneralAdvertiser	0.235623
1838.09.01_TheNorthernStarandLeedsGeneralAdvertiser	0.771897
hernStarandLeedsGeneralAdvertiser
1838.09.08_TheNorthernStarandLeedsGeneralAdvertiser
1838.09.15_TheNorthernStarandLeedsGeneralAdvertiser
