1837.11.07_BrightonPatriotandSouthofEnglandFreePress	0.757002
1837.11.14_BrightonPatriotandSouthofEnglandFreePress	0.740635
nPatriotandSouthofEnglandFreePress
1837.12.05_BrightonPatriotandSouthofEnglandFreePress
1837.12.12_BrightonPatriotandSouthofEnglandFreePress
