1824.03.03_TheDerbyMercury	0.094589
1824.03.03_TheDerbyMercury	0.094589
yMercury
1824.03.31_TheDerbyMercury
1824.03.31_TheDerbyMercury
1824.04.07_TheDerbyMercury
1824.04.14_TheDerbyMercury
